event_id,t_sec,alarm
EVT0060,675,BASIS_WEIGHT_OFF_SPEC
EVT0061,0,BASIS_WEIGHT_OFF_SPEC
EVT0061,75,BASIS_WEIGHT_OFF_SPEC
EVT0061,150,BASIS_WEIGHT_OFF_SPEC
EVT0061,225,BASIS_WEIGHT_OFF_SPEC
EVT0061,300,BASIS_WEIGHT_OFF_SPEC
EVT0061,390,BASIS_WEIGHT_OFF_SPEC
EVT0061,465,BASIS_WEIGHT_OFF_SPEC
EVT0061,540,BASIS_WEIGHT_OFF_SPEC
EVT0061,630,BASIS_WEIGHT_OFF_SPEC
EVT0062,0,BASIS_WEIGHT_OFF_SPEC
EVT0062,75,BASIS_WEIGHT_OFF_SPEC
EVT0062,150,BASIS_WEIGHT_OFF_SPEC
EVT0062,225,BASIS_WEIGHT_OFF_SPEC
EVT0062,300,BASIS_WEIGHT_OFF_SPEC
EVT0062,540,BASIS_WEIGHT_OFF_SPEC
EVT0063,0,BASIS_WEIGHT_OFF_SPEC
EVT0063,75,BASIS_WEIGHT_OFF_SPEC
EVT0063,150,BASIS_WEIGHT_OFF_SPEC
EVT0063,225,BASIS_WEIGHT_OFF_SPEC
EVT0063,300,BASIS_WEIGHT_OFF_SPEC
EVT0063,375,BASIS_WEIGHT_OFF_SPEC
EVT0064,0,BASIS_WEIGHT_OFF_SPEC
EVT0064,75,BASIS_WEIGHT_OFF_SPEC
EVT0064,150,BASIS_WEIGHT_OFF_SPEC
EVT0064,225,BASIS_WEIGHT_OFF_SPEC
EVT0064,300,BASIS_WEIGHT_OFF_SPEC
EVT0064,375,BASIS_WEIGHT_OFF_SPEC
EVT0064,450,BASIS_WEIGHT_OFF_SPEC
EVT0064,525,BASIS_WEIGHT_OFF_SPEC
EVT0064,600,BASIS_WEIGHT_OFF_SPEC
EVT0064,675,BASIS_WEIGHT_OFF_SPEC
EVT0064,750,BASIS_WEIGHT_OFF_SPEC
EVT0064,825,BASIS_WEIGHT_OFF_SPEC
EVT0064,900,BASIS_WEIGHT_OFF_SPEC
EVT0064,975,BASIS_WEIGHT_OFF_SPEC
EVT0064,1050,BASIS_WEIGHT_OFF_SPEC
EVT0065,0,BASIS_WEIGHT_OFF_SPEC
EVT0065,75,BASIS_WEIGHT_OFF_SPEC
EVT0065,150,BASIS_WEIGHT_OFF_SPEC
EVT0065,225,BASIS_WEIGHT_OFF_SPEC
EVT0065,300,BASIS_WEIGHT_OFF_SPEC
EVT0065,375,BASIS_WEIGHT_OFF_SPEC
EVT0065,450,BASIS_WEIGHT_OFF_SPEC
EVT0065,555,BASIS_WEIGHT_OFF_SPEC
EVT0066,0,BASIS_WEIGHT_OFF_SPEC
EVT0066,75,BASIS_WEIGHT_OFF_SPEC
EVT0066,150,BASIS_WEIGHT_OFF_SPEC
EVT0066,225,BASIS_WEIGHT_OFF_SPEC
EVT0066,300,BASIS_WEIGHT_OFF_SPEC
EVT0066,375,BASIS_WEIGHT_OFF_SPEC
EVT0066,450,BASIS_WEIGHT_OFF_SPEC
EVT0066,525,BASIS_WEIGHT_OFF_SPEC
EVT0066,615,BASIS_WEIGHT_OFF_SPEC
EVT0067,0,BASIS_WEIGHT_OFF_SPEC
EVT0067,75,BASIS_WEIGHT_OFF_SPEC
EVT0067,150,BASIS_WEIGHT_OFF_SPEC
EVT0067,225,BASIS_WEIGHT_OFF_SPEC
EVT0067,300,BASIS_WEIGHT_OFF_SPEC
EVT0067,450,BASIS_WEIGHT_OFF_SPEC
EVT0068,0,BASIS_WEIGHT_OFF_SPEC
EVT0068,75,BASIS_WEIGHT_OFF_SPEC
EVT0068,150,BASIS_WEIGHT_OFF_SPEC
EVT0068,225,BASIS_WEIGHT_OFF_SPEC
EVT0068,300,BASIS_WEIGHT_OFF_SPEC
EVT0068,375,BASIS_WEIGHT_OFF_SPEC
EVT0068,480,BASIS_WEIGHT_OFF_SPEC
EVT0069,0,BASIS_WEIGHT_OFF_SPEC
EVT0069,75,BASIS_WEIGHT_OFF_SPEC
EVT0069,150,BASIS_WEIGHT_OFF_SPEC
EVT0069,225,BASIS_WEIGHT_OFF_SPEC
EVT0069,300,BASIS_WEIGHT_OFF_SPEC
EVT0070,0,BASIS_WEIGHT_OFF_SPEC
EVT0070,75,BASIS_WEIGHT_OFF_SPEC
EVT0070,150,BASIS_WEIGHT_OFF_SPEC
EVT0070,225,BASIS_WEIGHT_OFF_SPEC
EVT0070,300,BASIS_WEIGHT_OFF_SPEC
EVT0070,375,BASIS_WEIGHT_OFF_SPEC
EVT0071,0,BASIS_WEIGHT_OFF_SPEC
EVT0071,75,BASIS_WEIGHT_OFF_SPEC
EVT0071,150,BASIS_WEIGHT_OFF_SPEC
EVT0071,225,BASIS_WEIGHT_OFF_SPEC
EVT0071,300,BASIS_WEIGHT_OFF_SPEC
EVT0071,375,BASIS_WEIGHT_OFF_SPEC
EVT0071,450,BASIS_WEIGHT_OFF_SPEC
EVT0071,540,BASIS_WEIGHT_OFF_SPEC
EVT0072,0,BASIS_WEIGHT_OFF_SPEC
EVT0072,75,BASIS_WEIGHT_OFF_SPEC
EVT0072,150,BASIS_WEIGHT_OFF_SPEC
EVT0072,225,BASIS_WEIGHT_OFF_SPEC
EVT0072,300,BASIS_WEIGHT_OFF_SPEC
EVT0072,375,BASIS_WEIGHT_OFF_SPEC
EVT0072,450,BASIS_WEIGHT_OFF_SPEC
EVT0072,525,BASIS_WEIGHT_OFF_SPEC
EVT0072,600,BASIS_WEIGHT_OFF_SPEC
EVT0072,675,BASIS_WEIGHT_OFF_SPEC
EVT0072,750,BASIS_WEIGHT_OFF_SPEC
EVT0072,825,BASIS_WEIGHT_OFF_SPEC
EVT0072,930,BASIS_WEIGHT_OFF_SPEC
EVT0072,1185,BASIS_WEIGHT_OFF_SPEC
EVT0073,0,BASIS_WEIGHT_OFF_SPEC
EVT0073,75,BASIS_WEIGHT_OFF_SPEC
EVT0073,150,BASIS_WEIGHT_OFF_SPEC
EVT0073,225,BASIS_WEIGHT_OFF_SPEC
EVT0073,300,BASIS_WEIGHT_OFF_SPEC
EVT0074,0,BASIS_WEIGHT_OFF_SPEC
EVT0074,75,BASIS_WEIGHT_OFF_SPEC
EVT0074,150,BASIS_WEIGHT_OFF_SPEC
EVT0074,225,BASIS_WEIGHT_OFF_SPEC
EVT0074,300,BASIS_WEIGHT_OFF_SPEC
EVT0075,0,BASIS_WEIGHT_OFF_SPEC
EVT0075,75,BASIS_WEIGHT_OFF_SPEC
EVT0075,150,BASIS_WEIGHT_OFF_SPEC
EVT0075,225,BASIS_WEIGHT_OFF_SPEC
EVT0075,300,BASIS_WEIGHT_OFF_SPEC
EVT0075,390,BASIS_WEIGHT_OFF_SPEC
EVT0076,0,BASIS_WEIGHT_OFF_SPEC
EVT0076,75,BASIS_WEIGHT_OFF_SPEC
EVT0076,150,BASIS_WEIGHT_OFF_SPEC
EVT0076,225,BASIS_WEIGHT_OFF_SPEC
EVT0076,300,BASIS_WEIGHT_OFF_SPEC
EVT0076,375,BASIS_WEIGHT_OFF_SPEC
EVT0076,465,BASIS_WEIGHT_OFF_SPEC
EVT0076,600,BASIS_WEIGHT_OFF_SPEC
EVT0077,0,BASIS_WEIGHT_OFF_SPEC
EVT0077,75,BASIS_WEIGHT_OFF_SPEC
EVT0077,150,BASIS_WEIGHT_OFF_SPEC
EVT0077,225,BASIS_WEIGHT_OFF_SPEC
EVT0077,300,BASIS_WEIGHT_OFF_SPEC
EVT0077,375,BASIS_WEIGHT_OFF_SPEC
EVT0077,450,BASIS_WEIGHT_OFF_SPEC
EVT0077,525,BASIS_WEIGHT_OFF_SPEC
EVT0077,600,BASIS_WEIGHT_OFF_SPEC
EVT0077,690,BASIS_WEIGHT_OFF_SPEC
EVT0078,0,BASIS_WEIGHT_OFF_SPEC
EVT0078,75,BASIS_WEIGHT_OFF_SPEC
EVT0078,150,BASIS_WEIGHT_OFF_SPEC
EVT0078,225,BASIS_WEIGHT_OFF_SPEC
EVT0078,300,BASIS_WEIGHT_OFF_SPEC
EVT0078,375,BASIS_WEIGHT_OFF_SPEC
EVT0078,450,BASIS_WEIGHT_OFF_SPEC
EVT0079,0,BASIS_WEIGHT_OFF_SPEC
EVT0079,75,BASIS_WEIGHT_OFF_SPEC
EVT0079,150,BASIS_WEIGHT_OFF_SPEC
EVT0079,225,BASIS_WEIGHT_OFF_SPEC
EVT0079,300,BASIS_WEIGHT_OFF_SPEC
EVT0079,375,BASIS_WEIGHT_OFF_SPEC
EVT0079,450,BASIS_WEIGHT_OFF_SPEC
EVT0079,525,BASIS_WEIGHT_OFF_SPEC
EVT0079,600,BASIS_WEIGHT_OFF_SPEC
EVT0079,675,BASIS_WEIGHT_OFF_SPEC
EVT0079,765,BASIS_WEIGHT_OFF_SPEC
EVT0080,0,BASIS_WEIGHT_OFF_SPEC
EVT0080,75,BASIS_WEIGHT_OFF_SPEC
EVT0080,150,BASIS_WEIGHT_OFF_SPEC
EVT0080,225,BASIS_WEIGHT_OFF_SPEC
EVT0080,300,BASIS_WEIGHT_OFF_SPEC
EVT0080,375,BASIS_WEIGHT_OFF_SPEC
EVT0081,0,BASIS_WEIGHT_OFF_SPEC
EVT0081,75,BASIS_WEIGHT_OFF_SPEC
EVT0081,150,BASIS_WEIGHT_OFF_SPEC
EVT0081,225,BASIS_WEIGHT_OFF_SPEC
EVT0081,300,BASIS_WEIGHT_OFF_SPEC
EVT0081,390,BASIS_WEIGHT_OFF_SPEC
EVT0082,0,BASIS_WEIGHT_OFF_SPEC
EVT0082,75,BASIS_WEIGHT_OFF_SPEC
EVT0082,150,BASIS_WEIGHT_OFF_SPEC
EVT0082,225,BASIS_WEIGHT_OFF_SPEC
EVT0082,300,BASIS_WEIGHT_OFF_SPEC
EVT0082,390,BASIS_WEIGHT_OFF_SPEC
EVT0083,0,BASIS_WEIGHT_OFF_SPEC
EVT0083,75,BASIS_WEIGHT_OFF_SPEC
EVT0083,150,BASIS_WEIGHT_OFF_SPEC
EVT0083,225,BASIS_WEIGHT_OFF_SPEC
EVT0083,300,BASIS_WEIGHT_OFF_SPEC
EVT0083,375,BASIS_WEIGHT_OFF_SPEC
EVT0083,465,BASIS_WEIGHT_OFF_SPEC
EVT0084,0,BASIS_WEIGHT_OFF_SPEC
EVT0084,75,BASIS_WEIGHT_OFF_SPEC
EVT0084,150,BASIS_WEIGHT_OFF_SPEC
EVT0084,225,BASIS_WEIGHT_OFF_SPEC
EVT0084,300,BASIS_WEIGHT_OFF_SPEC
EVT0084,375,BASIS_WEIGHT_OFF_SPEC
EVT0084,465,BASIS_WEIGHT_OFF_SPEC
EVT0085,0,BASIS_WEIGHT_OFF_SPEC
EVT0085,75,BASIS_WEIGHT_OFF_SPEC
EVT0085,150,BASIS_WEIGHT_OFF_SPEC
EVT0085,225,BASIS_WEIGHT_OFF_SPEC
EVT0085,300,BASIS_WEIGHT_OFF_SPEC
EVT0085,420,BASIS_WEIGHT_OFF_SPEC
EVT0086,0,BASIS_WEIGHT_OFF_SPEC
EVT0086,75,BASIS_WEIGHT_OFF_SPEC
EVT0086,150,BASIS_WEIGHT_OFF_SPEC
EVT0086,225,BASIS_WEIGHT_OFF_SPEC
EVT0086,300,BASIS_WEIGHT_OFF_SPEC
EVT0086,405,BASIS_WEIGHT_OFF_SPEC
EVT0087,0,BASIS_WEIGHT_OFF_SPEC
EVT0087,75,BASIS_WEIGHT_OFF_SPEC
EVT0087,150,BASIS_WEIGHT_OFF_SPEC
EVT0087,225,BASIS_WEIGHT_OFF_SPEC
EVT0087,300,BASIS_WEIGHT_OFF_SPEC
EVT0087,405,BASIS_WEIGHT_OFF_SPEC
EVT0088,0,BASIS_WEIGHT_OFF_SPEC
EVT0088,75,BASIS_WEIGHT_OFF_SPEC
EVT0088,150,BASIS_WEIGHT_OFF_SPEC
EVT0088,225,BASIS_WEIGHT_OFF_SPEC
EVT0088,300,BASIS_WEIGHT_OFF_SPEC
EVT0089,0,BASIS_WEIGHT_OFF_SPEC
EVT0089,75,BASIS_WEIGHT_OFF_SPEC
EVT0089,150,BASIS_WEIGHT_OFF_SPEC
EVT0089,225,BASIS_WEIGHT_OFF_SPEC
EVT0089,300,BASIS_WEIGHT_OFF_SPEC
EVT0089,375,BASIS_WEIGHT_OFF_SPEC
EVT0089,450,BASIS_WEIGHT_OFF_SPEC
EVT0089,525,BASIS_WEIGHT_OFF_SPEC
EVT0089,600,BASIS_WEIGHT_OFF_SPEC
EVT0089,750,BASIS_WEIGHT_OFF_SPEC
EVT0090,0,BASIS_WEIGHT_OFF_SPEC
EVT0090,75,BASIS_WEIGHT_OFF_SPEC
EVT0090,150,BASIS_WEIGHT_OFF_SPEC
EVT0090,225,BASIS_WEIGHT_OFF_SPEC
EVT0090,300,BASIS_WEIGHT_OFF_SPEC
EVT0090,375,BASIS_WEIGHT_OFF_SPEC
EVT0090,450,BASIS_WEIGHT_OFF_SPEC
EVT0090,525,BASIS_WEIGHT_OFF_SPEC
EVT0090,615,BASIS_WEIGHT_OFF_SPEC
EVT0091,0,BASIS_WEIGHT_OFF_SPEC
EVT0091,75,BASIS_WEIGHT_OFF_SPEC
EVT0091,150,BASIS_WEIGHT_OFF_SPEC
EVT0091,225,BASIS_WEIGHT_OFF_SPEC
EVT0091,300,BASIS_WEIGHT_OFF_SPEC
EVT0091,375,BASIS_WEIGHT_OFF_SPEC
EVT0092,0,BASIS_WEIGHT_OFF_SPEC
EVT0092,75,BASIS_WEIGHT_OFF_SPEC
EVT0092,150,BASIS_WEIGHT_OFF_SPEC
EVT0092,225,BASIS_WEIGHT_OFF_SPEC
EVT0092,300,BASIS_WEIGHT_OFF_SPEC
EVT0092,405,BASIS_WEIGHT_OFF_SPEC
EVT0093,0,BASIS_WEIGHT_OFF_SPEC
EVT0093,75,BASIS_WEIGHT_OFF_SPEC
EVT0093,150,BASIS_WEIGHT_OFF_SPEC
EVT0093,225,BASIS_WEIGHT_OFF_SPEC
EVT0093,300,BASIS_WEIGHT_OFF_SPEC
EVT0093,375,BASIS_WEIGHT_OFF_SPEC
EVT0093,450,BASIS_WEIGHT_OFF_SPEC
EVT0093,525,BASIS_WEIGHT_OFF_SPEC
EVT0093,600,BASIS_WEIGHT_OFF_SPEC
EVT0094,0,BASIS_WEIGHT_OFF_SPEC
EVT0094,75,BASIS_WEIGHT_OFF_SPEC
EVT0094,150,BASIS_WEIGHT_OFF_SPEC
EVT0094,225,BASIS_WEIGHT_OFF_SPEC
EVT0094,300,BASIS_WEIGHT_OFF_SPEC
EVT0094,375,BASIS_WEIGHT_OFF_SPEC
EVT0094,450,BASIS_WEIGHT_OFF_SPEC
EVT0094,525,BASIS_WEIGHT_OFF_SPEC
EVT0094,615,BASIS_WEIGHT_OFF_SPEC
EVT0095,0,BASIS_WEIGHT_OFF_SPEC
EVT0095,75,BASIS_WEIGHT_OFF_SPEC
EVT0095,150,BASIS_WEIGHT_OFF_SPEC
EVT0095,225,BASIS_WEIGHT_OFF_SPEC
EVT0095,300,BASIS_WEIGHT_OFF_SPEC
EVT0095,375,BASIS_WEIGHT_OFF_SPEC
EVT0095,450,BASIS_WEIGHT_OFF_SPEC
EVT0095,525,BASIS_WEIGHT_OFF_SPEC
EVT0095,600,BASIS_WEIGHT_OFF_SPEC
EVT0095,675,BASIS_WEIGHT_OFF_SPEC
EVT0096,0,BASIS_WEIGHT_OFF_SPEC
EVT0096,75,BASIS_WEIGHT_OFF_SPEC
EVT0096,150,BASIS_WEIGHT_OFF_SPEC
EVT0096,225,BASIS_WEIGHT_OFF_SPEC
EVT0096,300,BASIS_WEIGHT_OFF_SPEC
EVT0096,375,BASIS_WEIGHT_OFF_SPEC
EVT0096,450,BASIS_WEIGHT_OFF_SPEC
EVT0097,0,BASIS_WEIGHT_OFF_SPEC
EVT0097,75,BASIS_WEIGHT_OFF_SPEC
EVT0097,150,BASIS_WEIGHT_OFF_SPEC
EVT0097,225,BASIS_WEIGHT_OFF_SPEC
EVT0097,300,BASIS_WEIGHT_OFF_SPEC
EVT0097,435,BASIS_WEIGHT_OFF_SPEC
EVT0098,0,BASIS_WEIGHT_OFF_SPEC
EVT0098,75,BASIS_WEIGHT_OFF_SPEC
EVT0098,150,BASIS_WEIGHT_OFF_SPEC
EVT0098,225,BASIS_WEIGHT_OFF_SPEC
EVT0098,300,BASIS_WEIGHT_OFF_SPEC
EVT0098,420,BASIS_WEIGHT_OFF_SPEC
EVT0099,0,BASIS_WEIGHT_OFF_SPEC
EVT0099,75,BASIS_WEIGHT_OFF_SPEC
EVT0099,150,BASIS_WEIGHT_OFF_SPEC
EVT0099,225,BASIS_WEIGHT_OFF_SPEC
EVT0099,300,BASIS_WEIGHT_OFF_SPEC
EVT0100,0,BASIS_WEIGHT_OFF_SPEC
EVT0100,75,BASIS_WEIGHT_OFF_SPEC
EVT0100,150,BASIS_WEIGHT_OFF_SPEC
EVT0100,225,BASIS_WEIGHT_OFF_SPEC
EVT0100,300,BASIS_WEIGHT_OFF_SPEC
EVT0100,375,BASIS_WEIGHT_OFF_SPEC
EVT0100,450,BASIS_WEIGHT_OFF_SPEC
EVT0100,675,BASIS_WEIGHT_OFF_SPEC
EVT0101,0,BASIS_WEIGHT_OFF_SPEC
EVT0101,75,BASIS_WEIGHT_OFF_SPEC
EVT0101,150,BASIS_WEIGHT_OFF_SPEC
EVT0101,225,BASIS_WEIGHT_OFF_SPEC
EVT0101,300,BASIS_WEIGHT_OFF_SPEC
EVT0102,0,BASIS_WEIGHT_OFF_SPEC
EVT0102,75,BASIS_WEIGHT_OFF_SPEC
EVT0102,150,BASIS_WEIGHT_OFF_SPEC
EVT0102,225,BASIS_WEIGHT_OFF_SPEC
EVT0102,300,BASIS_WEIGHT_OFF_SPEC
EVT0102,375,BASIS_WEIGHT_OFF_SPEC
EVT0102,465,BASIS_WEIGHT_OFF_SPEC
EVT0103,0,BASIS_WEIGHT_OFF_SPEC
EVT0103,75,BASIS_WEIGHT_OFF_SPEC
EVT0103,150,BASIS_WEIGHT_OFF_SPEC
EVT0103,225,BASIS_WEIGHT_OFF_SPEC
EVT0103,300,BASIS_WEIGHT_OFF_SPEC
EVT0103,375,BASIS_WEIGHT_OFF_SPEC
EVT0103,450,BASIS_WEIGHT_OFF_SPEC
EVT0103,525,BASIS_WEIGHT_OFF_SPEC
EVT0103,600,BASIS_WEIGHT_OFF_SPEC
EVT0104,0,BASIS_WEIGHT_OFF_SPEC
EVT0104,75,BASIS_WEIGHT_OFF_SPEC
EVT0104,150,BASIS_WEIGHT_OFF_SPEC
EVT0104,225,BASIS_WEIGHT_OFF_SPEC
EVT0104,300,BASIS_WEIGHT_OFF_SPEC
EVT0104,375,BASIS_WEIGHT_OFF_SPEC
EVT0104,450,BASIS_WEIGHT_OFF_SPEC
EVT0105,0,BASIS_WEIGHT_OFF_SPEC
EVT0105,75,BASIS_WEIGHT_OFF_SPEC
EVT0105,150,BASIS_WEIGHT_OFF_SPEC
EVT0105,225,BASIS_WEIGHT_OFF_SPEC
EVT0105,300,BASIS_WEIGHT_OFF_SPEC
EVT0105,375,BASIS_WEIGHT_OFF_SPEC
EVT0105,450,BASIS_WEIGHT_OFF_SPEC
EVT0105,525,BASIS_WEIGHT_OFF_SPEC
EVT0105,600,BASIS_WEIGHT_OFF_SPEC
EVT0105,705,BASIS_WEIGHT_OFF_SPEC
EVT0106,0,BASIS_WEIGHT_OFF_SPEC
EVT0106,75,BASIS_WEIGHT_OFF_SPEC
EVT0106,150,BASIS_WEIGHT_OFF_SPEC
EVT0106,225,BASIS_WEIGHT_OFF_SPEC
EVT0106,300,BASIS_WEIGHT_OFF_SPEC
EVT0106,375,BASIS_WEIGHT_OFF_SPEC
EVT0106,450,BASIS_WEIGHT_OFF_SPEC
EVT0106,615,BASIS_WEIGHT_OFF_SPEC
EVT0107,0,BASIS_WEIGHT_OFF_SPEC
EVT0107,75,BASIS_WEIGHT_OFF_SPEC
EVT0107,150,BASIS_WEIGHT_OFF_SPEC
EVT0107,225,BASIS_WEIGHT_OFF_SPEC
EVT0107,300,BASIS_WEIGHT_OFF_SPEC
EVT0107,405,BASIS_WEIGHT_OFF_SPEC
EVT0108,0,BASIS_WEIGHT_OFF_SPEC
EVT0108,75,BASIS_WEIGHT_OFF_SPEC
EVT0108,150,BASIS_WEIGHT_OFF_SPEC
EVT0108,225,BASIS_WEIGHT_OFF_SPEC
EVT0108,300,BASIS_WEIGHT_OFF_SPEC
EVT0108,375,BASIS_WEIGHT_OFF_SPEC
EVT0108,450,BASIS_WEIGHT_OFF_SPEC
EVT0108,585,BASIS_WEIGHT_OFF_SPEC
EVT0109,0,BASIS_WEIGHT_OFF_SPEC
EVT0109,75,BASIS_WEIGHT_OFF_SPEC
EVT0109,150,BASIS_WEIGHT_OFF_SPEC
EVT0109,225,BASIS_WEIGHT_OFF_SPEC
EVT0109,300,BASIS_WEIGHT_OFF_SPEC
EVT0109,375,BASIS_WEIGHT_OFF_SPEC
EVT0109,450,BASIS_WEIGHT_OFF_SPEC
EVT0109,525,BASIS_WEIGHT_OFF_SPEC
EVT0109,600,BASIS_WEIGHT_OFF_SPEC
EVT0109,675,BASIS_WEIGHT_OFF_SPEC
EVT0109,750,BASIS_WEIGHT_OFF_SPEC
EVT0110,0,BASIS_WEIGHT_OFF_SPEC
EVT0110,75,BASIS_WEIGHT_OFF_SPEC
EVT0110,150,BASIS_WEIGHT_OFF_SPEC
EVT0110,225,BASIS_WEIGHT_OFF_SPEC
EVT0110,300,BASIS_WEIGHT_OFF_SPEC
EVT0110,375,BASIS_WEIGHT_OFF_SPEC
EVT0111,0,BASIS_WEIGHT_OFF_SPEC
EVT0111,75,BASIS_WEIGHT_OFF_SPEC
EVT0111,150,BASIS_WEIGHT_OFF_SPEC
EVT0111,225,BASIS_WEIGHT_OFF_SPEC
EVT0111,300,BASIS_WEIGHT_OFF_SPEC
EVT0111,375,BASIS_WEIGHT_OFF_SPEC
EVT0112,0,BASIS_WEIGHT_OFF_SPEC
EVT0112,75,BASIS_WEIGHT_OFF_SPEC
EVT0112,150,BASIS_WEIGHT_OFF_SPEC
EVT0112,225,BASIS_WEIGHT_OFF_SPEC
EVT0112,300,BASIS_WEIGHT_OFF_SPEC
EVT0112,375,BASIS_WEIGHT_OFF_SPEC
EVT0112,450,BASIS_WEIGHT_OFF_SPEC
EVT0113,0,BASIS_WEIGHT_OFF_SPEC
EVT0113,75,BASIS_WEIGHT_OFF_SPEC
EVT0113,150,BASIS_WEIGHT_OFF_SPEC
EVT0113,225,BASIS_WEIGHT_OFF_SPEC
EVT0113,300,BASIS_WEIGHT_OFF_SPEC
EVT0113,375,BASIS_WEIGHT_OFF_SPEC
EVT0113,450,BASIS_WEIGHT_OFF_SPEC
EVT0113,525,BASIS_WEIGHT_OFF_SPEC
EVT0113,600,BASIS_WEIGHT_OFF_SPEC
EVT0113,690,BASIS_WEIGHT_OFF_SPEC
EVT0114,0,BASIS_WEIGHT_OFF_SPEC
EVT0114,75,BASIS_WEIGHT_OFF_SPEC
EVT0114,150,BASIS_WEIGHT_OFF_SPEC
EVT0114,225,BASIS_WEIGHT_OFF_SPEC
EVT0114,300,BASIS_WEIGHT_OFF_SPEC
EVT0114,390,BASIS_WEIGHT_OFF_SPEC
EVT0114,510,BASIS_WEIGHT_OFF_SPEC
EVT0115,0,BASIS_WEIGHT_OFF_SPEC
EVT0115,75,BASIS_WEIGHT_OFF_SPEC
EVT0115,150,BASIS_WEIGHT_OFF_SPEC
EVT0115,225,BASIS_WEIGHT_OFF_SPEC
EVT0115,300,BASIS_WEIGHT_OFF_SPEC
EVT0115,375,BASIS_WEIGHT_OFF_SPEC
EVT0115,450,BASIS_WEIGHT_OFF_SPEC
EVT0115,540,BASIS_WEIGHT_OFF_SPEC
EVT0116,0,BASIS_WEIGHT_OFF_SPEC
EVT0116,75,BASIS_WEIGHT_OFF_SPEC
EVT0116,150,BASIS_WEIGHT_OFF_SPEC
EVT0116,225,BASIS_WEIGHT_OFF_SPEC
EVT0116,300,BASIS_WEIGHT_OFF_SPEC
EVT0116,375,BASIS_WEIGHT_OFF_SPEC
EVT0116,450,BASIS_WEIGHT_OFF_SPEC
EVT0116,525,BASIS_WEIGHT_OFF_SPEC
EVT0116,600,BASIS_WEIGHT_OFF_SPEC
EVT0117,0,BASIS_WEIGHT_OFF_SPEC
EVT0117,75,BASIS_WEIGHT_OFF_SPEC
EVT0117,150,BASIS_WEIGHT_OFF_SPEC
EVT0117,225,BASIS_WEIGHT_OFF_SPEC
EVT0117,300,BASIS_WEIGHT_OFF_SPEC
EVT0117,375,BASIS_WEIGHT_OFF_SPEC
EVT0117,450,BASIS_WEIGHT_OFF_SPEC
EVT0117,525,BASIS_WEIGHT_OFF_SPEC
EVT0117,615,BASIS_WEIGHT_OFF_SPEC
EVT0117,720,BASIS_WEIGHT_OFF_SPEC
EVT0118,0,BASIS_WEIGHT_OFF_SPEC
EVT0118,75,BASIS_WEIGHT_OFF_SPEC
EVT0118,150,BASIS_WEIGHT_OFF_SPEC
EVT0118,225,BASIS_WEIGHT_OFF_SPEC
EVT0118,300,BASIS_WEIGHT_OFF_SPEC
EVT0118,390,BASIS_WEIGHT_OFF_SPEC
EVT0118,690,BASIS_WEIGHT_OFF_SPEC
EVT0119,0,BASIS_WEIGHT_OFF_SPEC
EVT0119,75,BASIS_WEIGHT_OFF_SPEC
EVT0119,150,BASIS_WEIGHT_OFF_SPEC
EVT0119,225,BASIS_WEIGHT_OFF_SPEC
EVT0119,300,BASIS_WEIGHT_OFF_SPEC
EVT0119,375,BASIS_WEIGHT_OFF_SPEC
EVT0119,450,BASIS_WEIGHT_OFF_SPEC
EVT0119,525,BASIS_WEIGHT_OFF_SPEC
EVT0119,600,BASIS_WEIGHT_OFF_SPEC
EVT0119,675,BASIS_WEIGHT_OFF_SPEC
EVT0119,750,BASIS_WEIGHT_OFF_SPEC
EVT0119,825,BASIS_WEIGHT_OFF_SPEC
EVT0119,900,BASIS_WEIGHT_OFF_SPEC
EVT0119,1080,BASIS_WEIGHT_OFF_SPEC
EVT0120,0,BASIS_WEIGHT_OFF_SPEC
EVT0120,75,BASIS_WEIGHT_OFF_SPEC
EVT0120,150,BASIS_WEIGHT_OFF_SPEC
EVT0120,225,BASIS_WEIGHT_OFF_SPEC
EVT0120,300,BASIS_WEIGHT_OFF_SPEC
EVT0120,405,BASIS_WEIGHT_OFF_SPEC
EVT0121,0,BASIS_WEIGHT_OFF_SPEC
EVT0121,75,BASIS_WEIGHT_OFF_SPEC
EVT0121,150,BASIS_WEIGHT_OFF_SPEC
EVT0121,225,BASIS_WEIGHT_OFF_SPEC
EVT0121,300,BASIS_WEIGHT_OFF_SPEC
EVT0121,375,BASIS_WEIGHT_OFF_SPEC
EVT0121,450,BASIS_WEIGHT_OFF_SPEC
EVT0121,525,BASIS_WEIGHT_OFF_SPEC
EVT0121,600,BASIS_WEIGHT_OFF_SPEC
EVT0121,675,BASIS_WEIGHT_OFF_SPEC
EVT0122,0,BASIS_WEIGHT_OFF_SPEC
EVT0122,75,BASIS_WEIGHT_OFF_SPEC
EVT0122,150,BASIS_WEIGHT_OFF_SPEC
EVT0122,225,BASIS_WEIGHT_OFF_SPEC
EVT0122,300,BASIS_WEIGHT_OFF_SPEC
EVT0122,375,BASIS_WEIGHT_OFF_SPEC
EVT0122,465,BASIS_WEIGHT_OFF_SPEC
EVT0123,0,BASIS_WEIGHT_OFF_SPEC
EVT0123,75,BASIS_WEIGHT_OFF_SPEC
EVT0123,150,BASIS_WEIGHT_OFF_SPEC
EVT0123,225,BASIS_WEIGHT_OFF_SPEC
EVT0123,300,BASIS_WEIGHT_OFF_SPEC
EVT0123,375,BASIS_WEIGHT_OFF_SPEC
